segment_id,u,v,lat_u,lon_u,lat_v,lon_v,highway,length,lat,lon,umap_x,umap_y,cluster_espacial,cluster_temporal,jam_mean,zona
124,3782603360,3782603364,-16.5039925,-68.0589135,-16.504443,-68.0588967,residential,50.12539594973974,-16.50421775,-68.0589051,-12.269976,-7.1004257,-1,0,0.0,lapaz
125,6446182905,6446182906,-16.5216169,-68.1232641,-16.5213047,-68.1233021,residential,35.82359530293823,-16.5214608,-68.12328310000001,-12.493074,-6.181761,-1,0,0.0,lapaz
126,8258935166,8979214309,-16.5035052,-68.0761251,-16.5035965,-68.0752105,residential,99.85055434811812,-16.50355085,-68.07566779999999,-12.565737,-6.5805817,-1,0,0.0,lapaz
127,1345733115,1345733213,-16.4919076,-68.1153526,-16.4920167,-68.1155193,residential,24.322835780025198,-16.49196215,-68.11543595,-7.6208153,1.4279115,1,1,0.5695223236468829,lapaz
128,2865723385,2865723386,-16.5138415,-68.0775466,-16.5135,-68.0761222,residential,156.52903036652887,-16.513670750000003,-68.0768344,-12.07785,-7.823158,-1,0,0.0,lapaz
129,2864484571,2864484578,-16.4668652,-68.1059633,-16.4665449,-68.1062597,residential,47.73182931464079,-16.46670505,-68.1061115,-10.450224,-6.5403104,-1,0,0.0,lapaz
130,10606253632,10606253633,-16.5407619,-68.1346368,-16.5408959,-68.1348097,residential,23.699783983089635,-16.5408289,-68.13472325000001,-12.486613,-6.744095,5,0,0.0,lapaz
131,6804295427,8982868936,-16.5328154,-68.1187038,-16.5338824,-68.1198008,residential,178.27808685743742,-16.5333489,-68.1192523,-10.523931,-7.3604465,-1,0,0.0,lapaz
132,1344122059,2865522344,-16.4838954,-68.0929691,-16.4835243,-68.0924637,residential,67.87271629665413,-16.48370985,-68.0927164,-12.41087,-6.462656,-1,0,0.0,lapaz
133,1345733085,6110460341,-16.4901853,-68.1157414,-16.4903139,-68.1163788,residential,69.4486078483398,-16.4902496,-68.1160601,-8.389397,1.5476203,1,0,0.36778882408589736,lapaz
134,2865723638,2865723645,-16.515165,-68.1313752,-16.5146198,-68.1316146,residential,66.03090872323345,-16.5148924,-68.1314949,-12.095087,-6.9481335,-1,0,0.0,lapaz
135,2867949715,2867949723,-16.551689,-68.0671699,-16.5506642,-68.0674348,residential,140.7154016747232,-16.551176599999998,-68.06730235,-11.196257,-5.607661,-1,0,0.0,lapaz
136,1786102722,6123615803,-16.5332892,-68.1026695,-16.5333965,-68.1027852,residential,17.160004884578974,-16.533342849999997,-68.10272735000001,-12.5766535,-6.0531087,6,0,0.0,lapaz
137,1784870676,1784870680,-16.4725369,-68.1209578,-16.4728648,-68.1211741,residential,43.14344566589767,-16.472700850000003,-68.12106595,-12.5109005,-6.4405174,8,0,0.0,lapaz
138,11395421015,11395421018,-16.5236458,-68.0661076,-16.5231343,-68.0664496,residential,67.55825301489178,-16.52339005,-68.0662786,-11.87116,-5.4263597,-1,0,0.0,lapaz
139,564763533,564763585,-16.4878074,-68.1386705,-16.4874539,-68.1391301,residential,62.898927641979945,-16.48763065,-68.1389003,-7.900535,1.7362984,-1,1,0.4865376129269623,lapaz
140,2867862991,8983503582,-16.5272724,-68.1313573,-16.5278114,-68.1316535,residential,68.13265490681181,-16.527541900000003,-68.13150540000001,-11.773704,-5.208657,-1,0,0.0,lapaz
141,2321141259,4379751906,-16.5282486,-68.0792686,-16.5281831,-68.0792888,residential,7.594930320151283,-16.528215850000002,-68.0792787,-12.085532,-6.5797753,-1,0,0.0,lapaz
142,1346553268,1346553270,-16.4994054,-68.0823161,-16.4998311,-68.0827477,residential,66.4717607221288,-16.49961825,-68.08253189999999,-12.026054,-5.9530425,-1,0,0.0,lapaz
143,10557439867,10557439877,-16.4518191,-68.0480733,-16.4513629,-68.0492075,residential,163.26603724411964,-16.451591,-68.0486404,-11.015853,-5.544538,-1,0,0.0,lapaz
144,560220226,11336566759,-16.5431155,-68.083216,-16.5431139,-68.0832731,residential,6.089016964115346,-16.5431147,-68.08324454999999,-12.479804,-5.497459,2,0,0.0,lapaz
145,2861601657,10602991502,-16.4680128,-68.1549556,-16.4678841,-68.1552219,residential,31.88361134158169,-16.46794845,-68.15508875,-12.313541,-6.15138,-1,0,0.0,lapaz
146,13016709862,13016709867,-16.5744314,-68.0876976,-16.574076,-68.0887461,residential,120.81871316048786,-16.5742537,-68.08822185,-12.200232,-5.7125974,-1,0,0.0,lapaz
147,6066709574,6066709599,-16.4406147,-68.1204426,-16.4405861,-68.1209415,residential,53.30200321875471,-16.4406004,-68.12069205,-12.089141,-6.4281178,-1,0,0.0,lapaz
148,1361257019,2866752552,-16.5174786,-68.1098635,-16.5177598,-68.1098534,residential,31.425969414189662,-16.5176192,-68.10985845,-12.109168,-5.7607045,-1,0,0.0,lapaz
149,2861519269,2861519271,-16.4418157,-68.1529686,-16.4420707,-68.1530776,residential,30.64512482594529,-16.441943199999997,-68.1530231,-11.945869,-6.177365,-1,0,0.0,lapaz
150,560244360,565826432,-16.5066864,-68.1368376,-16.5075244,-68.1365949,residential,108.62837922941578,-16.5071054,-68.13671625,-8.225539,1.5502828,4,0,0.34477532448133896,lapaz
151,2867949728,2867949730,-16.5516886,-68.0652069,-16.5516734,-68.0646526,residential,59.10562802662307,-16.551681,-68.06492975,-12.024373,-7.0284963,-1,0,0.0,lapaz
152,2865421815,5054636833,-16.4971762,-68.0692876,-16.4971532,-68.068273,residential,108.22663979638465,-16.4971647,-68.0687803,-11.739363,-6.4462624,-1,0,0.0,lapaz
153,10608722260,10608722261,-16.496484,-68.06387,-16.4964597,-68.0640878,residential,23.37807326916847,-16.49647185,-68.0639789,-12.04903,-6.3126535,-1,0,0.0,lapaz
154,1332230299,1332230315,-16.5316861,-68.0387512,-16.5312794,-68.0389675,residential,50.761817744437536,-16.531482750000002,-68.03885935,-12.22254,-5.8304505,3,0,0.0,lapaz
155,1498339305,1785193612,-16.5083721,-68.1460543,-16.5084621,-68.1463011,residential,28.54353176680048,-16.5084171,-68.14617770000001,-10.587546,-5.7791066,9,0,0.0,lapaz
156,1785037252,2864834357,-16.4797193,-68.1295145,-16.4806123,-68.1305373,residential,149.98608988299327,-16.4801658,-68.13002589999999,-12.339865,-5.886373,10,0,0.0,lapaz
157,2865723349,11148965631,-16.5132317,-68.0792097,-16.5129971,-68.0786173,residential,68.88564322119231,-16.5131144,-68.0789135,-12.154192,-6.5495944,-1,0,0.0,lapaz
158,1132462177,5304878779,-16.4995866,-68.1577212,-16.4996856,-68.1571432,residential,63.73577420571004,-16.4996361,-68.15743219999999,-12.414565,-5.908647,-1,0,0.0,lapaz
159,8976792196,8977095485,-16.4624677,-68.1407392,-16.4623282,-68.1406248,residential,19.981755312880125,-16.462397950000003,-68.140682,-11.600071,-5.6462646,-1,0,0.0,lapaz
160,1786103060,1786103062,-16.5411297,-68.0943974,-16.5413931,-68.0951205,residential,82.45476550849132,-16.5412614,-68.09475895,-11.878392,-5.673691,-1,0,0.0,lapaz
161,1531065045,1531065046,-16.5482002,-68.0773615,-16.5485198,-68.0770288,residential,50.20476872083714,-16.548360000000002,-68.07719515,-10.821996,-6.2117524,2,0,0.0,lapaz
162,6804288480,6804288483,-16.5658244,-68.0891623,-16.5654812,-68.0886111,residential,70.053791148386,-16.565652800000002,-68.08888669999999,-11.815164,-5.9506397,-1,0,0.0,lapaz
163,1333185827,13399364074,-16.5221926,-68.0630373,-16.5223061,-68.0628575,residential,22.94932588302919,-16.522249350000003,-68.06294740000001,-11.429902,-6.743016,-1,0,0.0,lapaz
164,1334734635,1334734670,-16.4871409,-68.077914,-16.4867939,-68.0776399,residential,50.31584664890513,-16.486967399999997,-68.07777695,-11.829547,-6.087451,-1,0,0.0,lapaz
165,1786081390,3791378936,-16.5307056,-68.1265184,-16.5318833,-68.126809,residential,184.14444781679427,-16.53129445,-68.1266637,-10.661616,-7.152154,-1,0,0.0,lapaz
166,2867899141,2867899189,-16.5477477,-68.0970638,-16.5477072,-68.0973146,residential,27.10936462139482,-16.54772745,-68.0971892,-11.776403,-6.3848186,-1,0,0.0,lapaz
167,2867899126,2867899200,-16.5475638,-68.0980139,-16.5471153,-68.0983633,residential,62.242437805974895,-16.54733955,-68.0981886,-11.965147,-6.4320087,-1,0,0.0,lapaz
168,1210163489,1210163505,-16.5331534,-68.0715567,-16.5327233,-68.0718431,residential,56.73878229879661,-16.532938350000002,-68.0716999,-11.902433,-6.8093047,-1,0,0.0,lapaz
169,1786102670,2867880955,-16.5324065,-68.1037719,-16.5326926,-68.1029432,residential,100.04061501131766,-16.53254955,-68.10335755,-11.266528,-5.8360105,6,0,0.0,lapaz
170,2454674186,2454674219,-16.5626281,-68.0995073,-16.562835,-68.1005807,residential,117.11240647892576,-16.562731550000002,-68.100044,-11.828864,-5.802781,-1,0,0.0,lapaz
171,560220184,560220191,-16.5438239,-68.0855267,-16.5430926,-68.086111,residential,107.93189419912416,-16.54345825,-68.08581885000001,-9.143817,-0.01922024,2,0,0.007761958039120129,lapaz
172,1332068775,1332068884,-16.4991863,-68.1011265,-16.4993529,-68.102314,residential,127.9551425200687,-16.4992696,-68.10172025,-11.4489155,-6.67929,-1,0,0.0,lapaz
173,322599617,1345733140,-16.4902028,-68.1123236,-16.4896202,-68.1116913,residential,98.4616084838024,-16.489911499999998,-68.11200745,-11.550606,-6.790116,1,0,0.0,lapaz
174,2864834327,8979129800,-16.4831253,-68.1310755,-16.4831571,-68.1310429,residential,4.958406856117941,-16.4831412,-68.1310592,-11.468583,-5.7455745,10,0,0.0,lapaz
175,1213979333,1213980140,-16.5133162,-68.1106179,-16.5139831,-68.1110274,residential,108.95864604638324,-16.513649649999998,-68.11082264999999,-10.670331,-5.968967,-1,0,0.0,lapaz
176,1786102833,1786102875,-16.5349174,-68.1007611,-16.5356578,-68.0992555,residential,184.5403264088224,-16.5352876,-68.1000083,-10.953545,-5.603529,6,0,0.0,lapaz
177,1437216231,1437216237,-16.4791824,-68.1429154,-16.4795136,-68.1424675,residential,60.50267388104815,-16.479348,-68.14269145,-7.961968,1.7036195,-1,1,0.4107223831526861,lapaz
178,565307336,4362292628,-16.4863973,-68.1229527,-16.4855088,-68.1237362,residential,138.72824651705028,-16.48595305,-68.12334444999999,-12.21407,-6.161859,10,0,0.0,lapaz
179,2863473413,2863473415,-16.488179,-68.1682251,-16.4876992,-68.167404,residential,102.5231917788524,-16.4879391,-68.16781455,-11.563713,-6.3496447,7,0,0.0,lapaz
180,3778821571,3778821573,-16.4950721,-68.1482635,-16.4950634,-68.1485657,residential,32.24548842656158,-16.49506775,-68.1484146,-11.319339,-5.6061206,-1,0,0.0,lapaz
181,565307419,1784894869,-16.483519,-68.119053,-16.482531,-68.1188966,residential,112.26808245635976,-16.483025,-68.11897479999999,-11.800683,-5.994582,8,0,0.0,lapaz
182,560220175,560220203,-16.5439327,-68.0851415,-16.5449246,-68.0848597,residential,114.3236863469883,-16.54442865,-68.0850006,-9.206806,1.5359799,2,0,0.17736640982712248,lapaz
183,2864525623,2864525650,-16.4785478,-68.1122759,-16.4785735,-68.110853,residential,152.70520800333824,-16.47856065,-68.11156445,-11.733306,-5.6829615,-1,0,0.0,lapaz
184,1210648116,1210648292,-16.4875176,-68.1632164,-16.4873298,-68.163203,residential,20.931256144342623,-16.4874237,-68.1632097,-11.525796,-5.865668,7,0,0.0,lapaz
185,5351900179,5650016974,-16.5231673,-68.0500993,-16.5223841,-68.0503602,residential,103.30799146823983,-16.5227757,-68.05022975,-11.137679,-6.617049,-1,0,0.0,lapaz
186,2038652727,5434439293,-16.4956055,-68.1158372,-16.4955348,-68.1154934,secondary,37.49200602031037,-16.49557015,-68.1156653,-9.200011,0.4979432,1,0,0.020704311239683023,lapaz
187,1589089941,4398129462,-16.5445268,-68.0635968,-16.5437296,-68.0638429,secondary,95.70124633146308,-16.5441282,-68.06371985,-8.318307,1.1134536,-1,0,0.20614654816520717,lapaz
188,4381341044,4381341048,-16.5274868,-68.1129055,-16.5289181,-68.1115321,secondary,219.7423274479431,-16.52820245,-68.1122188,-11.681125,-4.208815,-1,0,0.00942874034323533,lapaz
189,560220096,4307820746,-16.5453253,-68.0914042,-16.5454741,-68.0914784,secondary,18.887123392940406,-16.545399699999997,-68.0914413,-8.455937,2.2440624,-1,1,0.457082105854936,lapaz
190,1208361859,1785386807,-16.5249727,-68.1033677,-16.5256024,-68.1047355,secondary,164.63089906325754,-16.52528755,-68.1040516,-8.914321,0.87325895,-1,0,0.10157051822556047,lapaz
191,1498340392,4569411392,-16.5220772,-68.1474436,-16.5228067,-68.1474864,secondary,81.29394491685915,-16.52244195,-68.14746500000001,-9.186141,1.7534686,-1,0,0.19640789223186045,lapaz
192,560220475,560220479,-16.5421958,-68.0774212,-16.5414594,-68.077579,secondary,83.59530628977552,-16.541827599999998,-68.07750010000001,-9.311362,1.7581451,2,0,0.18972785838779646,lapaz
193,560220030,560220061,-16.5465705,-68.0779234,-16.5468175,-68.0763942,secondary,165.31553383186332,-16.546694000000002,-68.0771588,-8.821267,3.085781,2,1,0.7064468723652283,lapaz
194,4381259820,8737792878,-16.5238543,-68.0670356,-16.5233019,-68.0667268,secondary,69.70939651561736,-16.5235781,-68.0668812,-9.155154,0.9721414,-1,0,0.11173107810784916,lapaz
195,2680838232,13322079911,-16.4623565,-68.1520177,-16.4626102,-68.1522601,secondary,38.64481081554949,-16.46248335,-68.15213890000001,-7.5338893,1.3653164,-1,1,0.5306938246589935,lapaz
196,4374468196,4375136585,-16.5224541,-68.0911584,-16.5225934,-68.0911309,secondary,15.89080670781298,-16.52252375,-68.09114464999999,-8.5675125,1.3823586,-1,0,0.22353506105218693,lapaz
197,418097786,4382726726,-16.5199281,-68.1184313,-16.5157873,-68.1202957,secondary,907.4454248453402,-16.5178577,-68.11936349999999,-11.577634,-6.0392184,-1,0,0.0,lapaz
198,4750242898,4750242908,-16.4945589,-68.1211324,-16.494582,-68.1212172,secondary,9.399081665262235,-16.49457045,-68.1211748,-9.3592205,1.107632,1,0,0.09703783924042446,lapaz
199,322599166,5070860558,-16.5120645,-68.1178739,-16.5116609,-68.1181384,secondary,53.07352948110103,-16.511862700000002,-68.11800615000001,-8.5404005,2.1348927,-1,1,0.41066687360955206,lapaz
200,4392268996,6040647296,-16.5090683,-68.1355866,-16.5089286,-68.1354328,secondary,27.20660953399108,-16.50899845,-68.1355097,-9.303476,-0.42339173,4,0,0.01366847591509897,lapaz
201,322599395,11055718558,-16.4973171,-68.1193009,-16.4970491,-68.1194254,secondary,33.25209725761213,-16.4971831,-68.11936315,-9.144923,2.3085232,1,0,0.32006539334797335,lapaz
202,8983370867,8983370876,-16.5053358,-68.1142118,-16.505333,-68.1141759,secondary,3.887077618303989,-16.505334400000002,-68.11419385,-10.848432,-6.437817,-1,0,0.0,lapaz
203,1498340139,4365691594,-16.5199153,-68.1395415,-16.5198864,-68.1394395,secondary,11.78960641231491,-16.51990085,-68.1394905,-9.3984165,1.1595846,-1,0,0.0908348582836653,lapaz
204,560189029,560189036,-16.5165721,-68.0862381,-16.5153131,-68.0861932,secondary,140.07641882197638,-16.515942600000002,-68.08621565,-7.5893135,1.4918967,-1,1,0.6333905600554015,lapaz
205,4365707054,4365707063,-16.5151284,-68.1435519,-16.5124752,-68.1439045,secondary,304.9527776268449,-16.5138018,-68.1437282,-9.072424,1.9415718,9,0,0.2702286120889919,lapaz
206,561047803,561047842,-16.4987012,-68.140647,-16.4976915,-68.1417011,secondary,159.46580069792586,-16.49819635,-68.14117405,-8.51034,2.9335384,-1,1,1.5002816219426287,lapaz
207,560189001,11810453877,-16.5171445,-68.0876132,-16.5175756,-68.0876304,secondary,47.97125734060377,-16.51736005,-68.0876218,-8.2784,0.747312,-1,0,0.0857200416068202,lapaz
208,324100361,2865705987,-16.5089497,-68.1356725,-16.508901,-68.135658,secondary,5.631525925655749,-16.50892535,-68.13566525,-11.812736,-6.704311,4,0,0.0,lapaz
209,1784894643,1784894645,-16.4742461,-68.1168991,-16.4744711,-68.1170345,secondary,28.885860326836312,-16.4743586,-68.1169668,-7.825101,1.1086999,8,0,0.2034546853645925,lapaz
210,412861343,2387047999,-16.5046644,-68.1287609,-16.5053357,-68.1296826,secondary,123.47870810699747,-16.50500005,-68.12922175,-8.446705,2.9297795,-1,1,0.9265842259563484,lapaz
211,2861519700,2861519704,-16.4509497,-68.1493456,-16.4511377,-68.1493536,secondary,20.92207738984435,-16.4510437,-68.1493496,-12.038779,-6.7940493,-1,0,0.0,lapaz
212,6067167544,7061578450,-16.4523419,-68.1467664,-16.4512348,-68.1467204,tertiary,123.25441715135904,-16.45178835,-68.1467434,-11.232746,-6.1498485,-1,0,0.0,lapaz
213,4391309918,8979550285,-16.5107884,-68.1489071,-16.5102695,-68.1473845,tertiary,173.13758252133286,-16.51052895,-68.14814580000001,-7.8053513,1.448751,9,1,0.42302460522849245,lapaz
214,1208346073,4244380856,-16.5449301,-68.0767246,-16.5449872,-68.0763426,tertiary,41.3753865365328,-16.544958649999998,-68.0765336,-8.996565,2.4579942,2,0,0.36584848115098045,lapaz
215,2454687823,2454688248,-16.5423386,-68.1349486,-16.5421194,-68.1353201,tertiary,48.46952019908092,-16.542229,-68.13513435,-10.979273,-6.5747128,-1,0,0.0,lapaz
216,1498338912,1498338930,-16.5049094,-68.1453435,-16.5052321,-68.1460744,tertiary,85.78843472578531,-16.50507075,-68.14570895,-7.835838,1.8423841,9,1,0.8514227343022382,lapaz
217,1497134236,1497134243,-16.4910353,-68.1684226,-16.4914086,-68.168338,tertiary,42.47787813121498,-16.49122195,-68.1683803,-9.209719,1.2518651,-1,0,0.1258651344122001,lapaz
218,322599631,1345733164,-16.4924163,-68.1151929,-16.49165,-68.1142158,tertiary,134.59733970937003,-16.492033149999997,-68.11470435,-9.107401,0.74678844,1,0,0.11570821927282046,lapaz
219,595378784,2862910207,-16.4435545,-68.1447753,-16.4439299,-68.1447379,tertiary,42.10396475523436,-16.443742200000003,-68.1447566,-12.089959,-6.101166,-1,0,0.0,lapaz
220,324100586,8083319343,-16.495304,-68.1442659,-16.4955392,-68.1453755,tertiary,121.16121650995116,-16.4954216,-68.1448207,-8.641677,3.1775951,-1,1,1.966172570384156,lapaz
221,1333234188,1333234246,-16.5111489,-68.0578247,-16.5113332,-68.0582452,tertiary,49.42328543807695,-16.51124105,-68.05803495,-9.007067,1.8881032,-1,0,0.3185422412769398,lapaz
222,4379875841,4380887449,-16.5155513,-68.0617947,-16.5159007,-68.0612324,tertiary,71.43448524704614,-16.515726,-68.06151355,-11.25887,-6.007224,-1,0,0.0,lapaz
223,1333185797,1333185994,-16.5220295,-68.0628336,-16.5216952,-68.0623818,tertiary,62.03545067169748,-16.52186235,-68.0626077,-8.943244,0.11150085,-1,0,0.02659109925916712,lapaz
224,3367228711,4244380856,-16.5450192,-68.07597,-16.5449872,-68.0763426,tertiary,39.87495921312265,-16.5450032,-68.07615630000001,-8.705791,3.1494386,2,1,0.9594373256031753,lapaz
225,563631312,1785193373,-16.5015597,-68.148642,-16.501725,-68.1490007,tertiary,42.91524316418983,-16.50164235,-68.14882134999999,-10.753337,-6.7700973,-1,0,0.0,lapaz
226,595376699,595376700,-16.4495632,-68.1454435,-16.4495973,-68.1455829,tertiary,15.352135665512057,-16.44958025,-68.1455132,-11.34531,-6.259042,-1,0,0.0,lapaz
227,1437218623,6806539031,-16.455673,-68.1493287,-16.4568201,-68.1488561,tertiary,137.21086071397758,-16.456246550000003,-68.1490924,-8.25487,2.3825955,-1,1,0.5693014770750059,lapaz
228,4378724453,8959134357,-16.5337665,-68.0373953,-16.5337679,-68.0371931,primary,21.66267062610656,-16.5337672,-68.03729419999999,-9.165652,0.4963088,3,0,0.03802467274506206,lapaz
229,566525673,566525715,-16.5263352,-68.1266298,-16.5260863,-68.1259246,primary,85.87778536286133,-16.526210749999997,-68.1262772,-8.131649,2.1032238,-1,1,0.4328208805308095,lapaz
230,560220607,4399931984,-16.5393781,-68.0753466,-16.5399375,-68.0747494,primary,89.41449480866311,-16.5396578,-68.07504800000001,-9.445525,1.8413861,2,0,0.18307657056489895,lapaz
231,7357621096,8409080929,-16.5041305,-68.1309495,-16.5040387,-68.1312584,primary,40.904282251767945,-16.5040846,-68.13110395,-8.562159,3.0865312,4,1,0.7950385442970825,lapaz
232,8979176620,8979176622,-16.5336729,-68.1417643,-16.533234,-68.1418775,primary,50.3050555894753,-16.53345345,-68.1418209,-8.852129,0.86945015,-1,0,0.10993850835388494,lapaz
233,418101081,4381304826,-16.5304822,-68.1021579,-16.530381,-68.1020993,primary,15.26383964252351,-16.5304316,-68.1021286,-8.757767,3.0904899,6,1,0.7075589949197871,lapaz
234,412903964,3942449233,-16.5301729,-68.1007152,-16.5302187,-68.1006348,primary,9.96950182277548,-16.5301958,-68.100675,-9.277356,2.2289073,6,0,0.2463695451238952,lapaz
235,560220278,560220526,-16.5387389,-68.0827336,-16.538749,-68.0810553,primary,179.54187440829315,-16.538743949999997,-68.08189445,-9.156305,2.2128642,-1,0,0.2621752168311226,lapaz
236,321807187,413770632,-16.5014636,-68.1209126,-16.5026759,-68.1208583,primary,134.93512758058142,-16.50206975,-68.12088545,-9.054693,2.7914057,-1,0,0.48966016716265104,lapaz
237,5430623523,9849523163,-16.3926766,-68.1050693,-16.3921644,-68.1044467,primary,87.54948879460103,-16.3924205,-68.104758,-11.313023,-6.5961986,-1,0,0.0,lapaz
238,1368673892,13370467417,-16.3445555,-68.0588845,-16.3365096,-68.0501071,primary,1374.3308553984584,-16.34053255,-68.05449580000001,-9.075501,1.2409346,-1,0,0.1338624328829213,lapaz
239,321807050,1784870852,-16.4772547,-68.119579,-16.4762765,-68.1190369,primary,123.23690396265948,-16.4767656,-68.11930795,-8.785396,2.412137,8,0,0.3915229857792909,lapaz
240,10616236224,10616236229,-16.3984079,-68.0451598,-16.3986309,-68.0454914,unclassified,58.19185981586348,-16.398519399999998,-68.0453256,-8.477656,0.5984914,-1,0,0.12164617541658257,lapaz
241,588602928,588656764,-16.364591,-68.0889997,-16.3812347,-68.0918053,unclassified,1928.6211038587264,-16.37291285,-68.09040250000001,-8.198188,1.5353296,-1,0,0.3511230134253112,lapaz
242,1440157885,2529292678,-16.449693,-68.0088748,-16.4478729,-68.0038507,unclassified,629.3816511805744,-16.448782950000002,-68.00636275,-11.459482,-7.013348,-1,0,0.0,lapaz
243,1847293843,9851033143,-16.3772801,-68.1176825,-16.378244,-68.1195067,unclassified,1225.9758559522895,-16.37776205,-68.1185946,-10.887135,-5.870347,-1,0,0.0,lapaz
244,417133816,417133873,-16.3273742,-67.9889561,-16.3267885,-68.0010095,trunk,1344.4922646212715,-16.32708135,-67.9949828,-7.559803,1.4108362,-1,1,0.8220410098595475,lapaz
245,412969711,1784898473,-16.4592487,-68.1034279,-16.4597451,-68.1041087,trunk,91.29147317288576,-16.459496899999998,-68.1037683,-10.892806,-7.13111,-1,0,0.0,lapaz
